from_cinema,to_cinema,distance_km,duration_min_freeflow_osrm,coord_quality_note
CMG融媒影城,朵云轩杜比全景声影城,3.33,4.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
CMG融媒影城,沪东工人文化宫东宫影剧院,18.19,17.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
CMG融媒影城,黄浦剧场,8.54,9.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,CGV影城（松江印象城杜比ULTRA 4DX店）,31.18,28.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,CGV影城（白玉兰广场IMAX店）,15.99,14.4,"from:osm_exact;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,CGV影城（青浦天空万科广场IMAX店）,29.03,24.9,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,CMG融媒影城,6.04,7.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC上影影城（丁香路LUXE店）,13.07,14.2,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC上影影城（国华广场店）,21.3,19.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC上影影城（港汇永华IMAX激光店）,10.87,10.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC上影百联影城（八佰伴IMAX店）,10.44,11.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC动漫主题影院（美罗城店）,10.76,11.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,SFC永华电影荟（世纪汇店）,11.95,12.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,UME影城（上海新天地店）,8.41,8.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,万达影城（五角场万达广场激光IMAX店）,20.72,17.8,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,万达影城（崇明万达广场店）,98.55,87.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,万达影城（金山万达广场店）,60.98,50.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海大光明电影院,10.16,9.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海市沪北电影院,13.89,12.1,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海影城SHO,11.63,11.6,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海百丽宫影城（万象城店）,16.38,16.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海百丽宫影城（环贸iapm店）,9.41,9.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海百丽宫影城（长宁来福士店）,14.21,13.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海百丽宫影城（陆家嘴中心店）,10.78,12.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海百美汇影城（静安嘉里中心店）,11.37,10.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海科技影城,8.82,8.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海美琪大戏院,11.31,10.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,上海艺海剧院,11.7,10.3,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,世纪友谊影城（LUXE南方商城店）,10.03,11.8,"from:osm_exact;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,临港演艺中心,65.97,51.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,久事·上海商城剧院,11.66,10.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,九棵树未来艺术中心,30.36,28.9,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,佰映三克映画,12.08,10.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,兰心大戏院,9.9,9.5,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,博悦汇影城(BFC外滩金融中心店),13.46,13.0,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,和平影都,10.14,9.2,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,嘉定影剧院,41.21,31.7,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,国泰电影院,9.01,8.9,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,天山电影院-宛平剧院影城,9.22,9.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,天山电影院-虹桥艺术中心旗舰店,15.55,13.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,寰映影城（大融城店）,17.47,15.7,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,星轶STARX影剧院（上海宝山日月光店）,21.19,17.5,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,曹杨影城,17.35,16.6,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,朵云轩杜比全景声影城,6.08,8.8,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,沪东工人文化宫东宫影剧院,20.79,17.4,"from:osm_exact;to:approx_from_address;OSRM free-flow driving, not live traffic"
MOViE MOViE影城（前滩太古里店）,黄浦剧场,11.14,10.1,"from:osm_exact;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,CGV影城（松江印象城杜比ULTRA 4DX店）,44.08,38.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,CGV影城（白玉兰广场IMAX店）,7.35,9.5,"from:approx_from_address;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,CGV影城（青浦天空万科广场IMAX店）,30.78,28.7,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,CMG融媒影城,15.51,17.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,MOViE MOViE影城（前滩太古里店）,13.29,15.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,SFC上影影城（国华广场店）,12.29,13.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,SFC上影影城（港汇永华IMAX激光店）,16.4,16.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,SFC上影百联影城（八佰伴IMAX店）,4.18,6.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,SFC动漫主题影院（美罗城店）,16.29,16.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,SFC永华电影荟（世纪汇店）,2.51,4.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,UME影城（上海新天地店）,8.87,12.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,万达影城（五角场万达广场激光IMAX店）,11.73,12.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,万达影城（崇明万达广场店）,86.78,76.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,万达影城（金山万达广场店）,78.45,59.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海大光明电影院,10.13,11.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海市沪北电影院,11.65,15.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海影城SHO,15.97,16.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海百丽宫影城（万象城店）,21.23,20.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海百丽宫影城（环贸iapm店）,12.0,13.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海百丽宫影城（长宁来福士店）,15.6,16.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海百丽宫影城（陆家嘴中心店）,4.28,6.4,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海百美汇影城（静安嘉里中心店）,13.25,13.9,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海科技影城,11.3,13.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海美琪大戏院,12.13,13.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,上海艺海剧院,12.8,14.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,世纪友谊影城（LUXE南方商城店）,22.92,22.5,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,临港演艺中心,64.61,51.3,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,久事·上海商城剧院,13.05,13.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,九棵树未来艺术中心,42.34,39.1,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,佰映三克映画,13.18,14.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,兰心大戏院,11.26,12.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,博悦汇影城(BFC外滩金融中心店),6.14,8.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,和平影都,9.59,10.5,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,嘉定影剧院,38.84,34.4,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,国泰电影院,11.6,13.1,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,天山电影院-宛平剧院影城,14.76,15.0,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,天山电影院-虹桥艺术中心旗舰店,16.94,16.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,寰映影城（大融城店）,16.67,18.8,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,星轶STARX影剧院（上海宝山日月光店）,19.34,20.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,曹杨影城,18.73,19.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,朵云轩杜比全景声影城,15.66,15.8,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,沪东工人文化宫东宫影剧院,5.83,7.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（丁香路LUXE店）,黄浦剧场,10.64,12.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,CGV影城（松江印象城杜比ULTRA 4DX店）,45.61,41.6,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,CGV影城（白玉兰广场IMAX店）,7.26,9.6,"from:approx_from_address;to:osm_nearby_mall;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,CGV影城（青浦天空万科广场IMAX店）,30.55,25.8,"from:approx_from_address;to:osm_nearby_cinema;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,CMG融媒影城,20.63,20.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,MOViE MOViE影城（前滩太古里店）,21.78,19.7,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,SFC上影影城（丁香路LUXE店）,13.4,13.9,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,SFC上影影城（港汇永华IMAX激光店）,18.59,18.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,SFC上影百联影城（八佰伴IMAX店）,10.72,13.0,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,SFC动漫主题影院（美罗城店）,18.59,19.2,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,SFC永华电影荟（世纪汇店）,10.81,12.7,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,UME影城（上海新天地店）,13.72,14.6,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,万达影城（五角场万达广场激光IMAX店）,1.39,2.3,"from:approx_from_address;to:osm_exact;OSRM free-flow driving, not live traffic"
SFC上影影城（国华广场店）,万达影城（崇明万达广场店）,85.22,76.5,"from:approx_from_address;to:approx_from_address;OSRM free-flow driving, not live traffic"
